fir_number,person_id,name,role,age,gender,district,is_synthetic
FIR-2025-MAN-0105,V01050,Mahika Saha,victim,64,female,Mandya,True
FIR-2025-MAN-0105,V01051,Aniruddh Chana,victim,66,female,Mandya,True
FIR-2024-BAL-0106,P0060,Indrans Grover,accused,33,male,Tumakuru,True
FIR-2024-BAL-0106,V01060,Rati Singh,victim,38,male,Ballari,True
FIR-2024-SHI-0107,P0015,Taimur Vaidya,accused,23,male,Mandya,True
FIR-2024-SHI-0107,V01070,Shayak Gill,victim,38,female,Shivamogga,True
FIR-2025-CHI-0108,P0058,Dishani Bera,accused,43,male,Bagalkot,True
FIR-2025-CHI-0108,P0010,Tara Swaminathan,accused,35,male,Vijayapur,True
FIR-2025-CHI-0108,V01080,Jivin Virk,victim,70,female,Chickballapura,True
FIR-2025-DAK-0109,P0021,Azad Sahota,accused,41,male,Vijayapur,True
FIR-2025-DAK-0109,P0033,Piya Gaba,accused,53,male,Dharwad,True
FIR-2025-DAK-0109,P0057,Damini Singh,accused,52,male,Shivamogga,True
FIR-2025-DAK-0109,V01090,Jivika Saha,victim,27,female,Dakshina Kannada,True
FIR-2024-VIJ-0110,P0001,Anay Shanker,accused,58,male,Bengaluru City,True
FIR-2024-VIJ-0110,P0013,Tarini Ganguly,accused,40,male,Mysuru,True
FIR-2024-VIJ-0110,P0061,Hrishita Sood,accused,39,male,Raichur,True
FIR-2024-VIJ-0110,V01100,Darshit Bobal,victim,39,female,Vijayapur,True
FIR-2025-HAS-0111,P0015,Taimur Vaidya,accused,23,male,Mandya,True
FIR-2025-HAS-0111,P0063,Advik Bhalla,accused,22,male,Ballari,True
FIR-2025-HAS-0111,P0027,Lakshay Sampath,accused,32,male,Hassan,True
FIR-2025-HAS-0111,V01110,Divij Shenoy,victim,74,male,Hassan,True
FIR-2025-HAS-0111,V01111,Uthkarsh Kadakia,victim,59,male,Hassan,True
FIR-2024-BEL-0112,P0070,Eva Viswanathan,accused,60,female,Mandya,True
FIR-2024-BEL-0112,P0058,Dishani Bera,accused,43,male,Bagalkot,True
FIR-2024-BEL-0112,V01120,Shlok Brar,victim,43,male,Belagavi,True
FIR-2024-BEL-0112,V01121,Sahil Sen,victim,47,male,Belagavi,True
FIR-2024-DAK-0113,P0007,Jhanvi Chaudhary,accused,30,female,Ballari,True
FIR-2024-DAK-0113,P0055,Indranil Karan,accused,28,male,Kolar,True
FIR-2024-DAK-0113,V01130,Urvi Mander,victim,28,female,Dakshina Kannada,True
FIR-2025-CHI-0114,P0172,Veer Yogi,accused,46,male,Shivamogga,True
FIR-2025-CHI-0114,V01140,Baiju Brahmbhatt,victim,21,male,Chickballapura,True
FIR-2024-MYS-0115,P0189,Pari Chhabra,accused,23,female,Kalaburagi,True
FIR-2024-MYS-0115,V01150,Tanya Ranganathan,victim,52,male,Mysuru,True
FIR-2025-MAN-0116,P0088,Sumer Kakar,accused,21,male,Chickballapura,True
FIR-2025-MAN-0116,V01160,Pari Baria,victim,63,male,Mandya,True
FIR-2024-BAG-0117,P0057,Damini Singh,accused,52,male,Shivamogga,True
FIR-2024-BAG-0117,V01170,Ahana  Sahota,victim,29,female,Bagalkot,True
FIR-2025-KAL-0118,P0100,Ivan Jani,accused,52,male,Kolar,True
FIR-2025-KAL-0118,V01180,Aradhya Raman,victim,36,female,Kalaburagi,True
FIR-2025-DAV-0119,P0279,Ivana Ahluwalia,accused,44,male,Hassan,True
FIR-2025-DAV-0119,V01190,Zeeshan Deshpande,victim,60,male,Davanagere,True
FIR-2024-HAS-0120,P0051,Pihu Sen,accused,21,male,Tumakuru,True
FIR-2024-HAS-0120,P0039,Vivaan Wagle,accused,42,female,Kolar,True
FIR-2024-HAS-0120,P0063,Advik Bhalla,accused,22,male,Ballari,True
FIR-2024-HAS-0120,V01200,Tanya Kunda,victim,20,male,Hassan,True
FIR-2024-HAS-0120,V01201,Shray Kale,victim,41,female,Hassan,True
FIR-2025-TUM-0121,P0231,Vidur Ganguly,accused,53,male,Dharwad,True
FIR-2025-TUM-0121,V01210,Raunak Sane,victim,69,female,Tumakuru,True
FIR-2025-TUM-0121,V01211,Eshani Sama,victim,37,male,Tumakuru,True
FIR-2024-BEL-0122,P0057,Damini Singh,accused,52,male,Shivamogga,True
FIR-2024-BEL-0122,P0021,Azad Sahota,accused,41,male,Vijayapur,True
FIR-2024-BEL-0122,P0069,Ira Butala,accused,30,male,Belagavi,True
FIR-2024-BEL-0122,V01220,Azad Choudhary,victim,26,female,Belagavi,True
FIR-2024-BEL-0122,V01221,Kismat Bala,victim,21,female,Belagavi,True
FIR-2024-MAN-0123,P0167,Aniruddh Bhardwaj,accused,57,female,Raichur,True
FIR-2024-MAN-0123,V01230,Lagan Dora,victim,61,male,Mandya,True
FIR-2024-CHI-0124,P0002,Nirvaan Choudhury,accused,35,male,Ballari,True
FIR-2024-CHI-0124,V01240,Tiya Biswas,victim,71,female,Chickballapura,True
FIR-2025-UDU-0125,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2025-UDU-0125,P0026,Ishaan Goyal,accused,32,male,Mysuru,True
FIR-2025-UDU-0125,P0050,Eva Dass,accused,41,male,Ballari,True
FIR-2025-UDU-0125,V01250,Riaan Gade,victim,57,male,Udupi,True
FIR-2025-VIJ-0126,P0160,Amira Gill,accused,49,female,Ballari,True
FIR-2025-VIJ-0126,V01260,Aarush Kothari,victim,73,male,Vijayapur,True
FIR-2025-DHA-0127,P0036,Priyansh Bali,accused,49,male,Mysuru,True
FIR-2025-DHA-0127,P0012,Ranbir Brahmbhatt,accused,42,male,Mandya,True
FIR-2025-DHA-0127,P0048,Kimaya Balay,accused,51,male,Hassan,True
FIR-2025-DHA-0127,V01270,Jayant Bhattacharyya,victim,49,male,Dharwad,True
FIR-2024-MYS-0128,P0031,Ishaan Kashyap,accused,59,female,Kalaburagi,True
FIR-2024-MYS-0128,V01280,Hazel Sarraf,victim,49,male,Mysuru,True
FIR-2025-RAI-0129,P0003,Sara Behl,accused,26,male,Raichur,True
FIR-2025-RAI-0129,P0027,Lakshay Sampath,accused,32,male,Hassan,True
FIR-2025-RAI-0129,P0015,Taimur Vaidya,accused,23,male,Mandya,True
FIR-2025-RAI-0129,V01290,Damini Mammen,victim,66,female,Raichur,True
FIR-2024-KOL-0130,P0011,Rasha Kakar,accused,39,male,Tumakuru,True
FIR-2024-KOL-0130,P0047,Vritika Sangha,accused,41,male,Raichur,True
FIR-2024-KOL-0130,V01300,Devansh Issac,victim,35,male,Kolar,True
FIR-2024-KAL-0131,P0199,Saanvi Sarin,accused,19,male,Ballari,True
FIR-2024-KAL-0131,V01310,Adira Andra,victim,35,female,Kalaburagi,True
FIR-2024-DHA-0132,P0008,Madhup Kapur,accused,46,male,Bengaluru City,True
FIR-2024-DHA-0132,V01320,Dhanuk Venkataraman,victim,23,male,Dharwad,True
FIR-2025-CHI-0133,P0022,Trisha Dhillon,accused,60,male,Tumakuru,True
FIR-2025-CHI-0133,P0010,Tara Swaminathan,accused,35,male,Vijayapur,True
FIR-2025-CHI-0133,P0070,Eva Viswanathan,accused,60,female,Mandya,True
FIR-2025-CHI-0133,V01330,Kashvi Kala,victim,67,female,Chickballapura,True
FIR-2025-CHI-0133,V01331,Rhea Reddy,victim,33,male,Chickballapura,True
FIR-2025-TUM-0134,P0008,Madhup Kapur,accused,46,male,Bengaluru City,True
FIR-2025-TUM-0134,V01340,Riaan Bhandari,victim,39,male,Tumakuru,True
FIR-2024-BEL-0135,P0006,Mehul Krishnan,accused,32,male,Raichur,True
FIR-2024-BEL-0135,V01350,Akarsh Gaba,victim,18,female,Belagavi,True
FIR-2025-KAL-0136,P0092,Yasmin Venkataraman,accused,43,male,Ballari,True
FIR-2025-KAL-0136,V01360,Zaina Ranganathan,victim,30,female,Kalaburagi,True
FIR-2025-KAL-0136,V01361,Prisha Golla,victim,31,female,Kalaburagi,True
FIR-2025-KOL-0137,P0311,Ivana Singhal,accused,60,male,Chickballapura,True
FIR-2025-KOL-0137,V01370,Adira Uppal,victim,72,female,Kolar,True
FIR-2024-HAS-0138,P0048,Kimaya Balay,accused,51,male,Hassan,True
FIR-2024-HAS-0138,P0072,Riya Dugal,accused,21,male,Mysuru,True
FIR-2024-HAS-0138,P0024,Vaibhav Dewan,accused,33,male,Bagalkot,True
FIR-2024-HAS-0138,V01380,Nirvaan Kamdar,victim,39,female,Hassan,True
FIR-2024-HAS-0138,V01381,Eshani Baral,victim,65,male,Hassan,True
FIR-2024-KAL-0139,P0030,Hazel Sethi,accused,59,female,Udupi,True
FIR-2024-KAL-0139,P0042,Siya Master,accused,25,male,Dharwad,True
FIR-2024-KAL-0139,V01390,Sahil Sharma,victim,64,female,Kalaburagi,True
FIR-2024-VIJ-0140,P0306,Anvi Bhandari,accused,53,female,Bagalkot,True
FIR-2024-VIJ-0140,P0144,Inaaya  Badami,accused,38,female,Shivamogga,True
FIR-2024-VIJ-0140,V01400,Madhup Ganesan,victim,18,male,Vijayapur,True
FIR-2025-MAN-0141,P0106,Indrans Chandran,accused,26,male,Belagavi,True
FIR-2025-MAN-0141,V01410,Dhanuk Kumer,victim,20,male,Mandya,True
FIR-2025-MAN-0141,V01411,Eva Kumer,victim,43,male,Mandya,True
FIR-2024-DAV-0142,P0167,Aniruddh Bhardwaj,accused,57,female,Raichur,True
FIR-2024-DAV-0142,V01420,Urvi Ghosh,victim,44,female,Davanagere,True
FIR-2024-DAV-0142,V01421,Samiha Tank,victim,30,male,Davanagere,True
FIR-2024-BEL-0143,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2024-BEL-0143,P0052,Pihu Wali,accused,23,female,Tumakuru,True
FIR-2024-BEL-0143,V01430,Miraan Behl,victim,45,female,Belagavi,True
FIR-2024-BEL-0143,V01431,Onkar Chaudhary,victim,70,male,Belagavi,True
FIR-2024-MYS-0144,P0019,Mishti Ranganathan,accused,42,male,Bagalkot,True
FIR-2024-MYS-0144,V01440,Lavanya Bose,victim,41,male,Mysuru,True
FIR-2024-MYS-0144,V01441,Jayesh Som,victim,59,female,Mysuru,True
FIR-2024-BEN-0145,P0192,Drishya Saini,accused,31,female,Hassan,True
FIR-2024-BEN-0145,V01450,Anahi Shroff,victim,22,male,Bengaluru City,True
FIR-2024-BEN-0145,V01451,Pihu Wadhwa,victim,23,male,Bengaluru City,True
FIR-2024-KAL-0146,P0160,Amira Gill,accused,49,female,Ballari,True
FIR-2024-KAL-0146,V01460,Mishti Dugar,victim,53,female,Kalaburagi,True
FIR-2024-BEL-0147,P0022,Trisha Dhillon,accused,60,male,Tumakuru,True
FIR-2024-BEL-0147,P0058,Dishani Bera,accused,43,male,Bagalkot,True
FIR-2024-BEL-0147,P0010,Tara Swaminathan,accused,35,male,Vijayapur,True
FIR-2024-BEL-0147,V01470,Advika Bandi,victim,59,female,Belagavi,True
FIR-2024-BEL-0147,V01471,Ahana  Raval,victim,27,female,Belagavi,True
FIR-2024-BAG-0148,P0140,Navya Deep,accused,51,male,Mandya,True
FIR-2024-BAG-0148,V01480,Yashvi Devan,victim,19,male,Bagalkot,True
FIR-2024-BAG-0148,V01481,Sumer Kulkarni,victim,33,female,Bagalkot,True
FIR-2025-KOL-0149,P0315,Khushi Kala,accused,47,male,Kalaburagi,True
FIR-2025-KOL-0149,V01490,Sahil Kashyap,victim,46,female,Kolar,True
FIR-2025-KOL-0149,V01491,Armaan Balakrishnan,victim,38,female,Kolar,True
FIR-2024-DAK-0150,P0004,Kiara Kakar,accused,23,female,Mysuru,True
FIR-2024-DAK-0150,V01500,Reyansh Barad,victim,19,female,Dakshina Kannada,True
FIR-2024-DAK-0150,V01501,Mannat Rajan,victim,49,female,Dakshina Kannada,True
FIR-2025-DAK-0151,P0221,Zeeshan Jani,accused,29,female,Vijayapur,True
FIR-2025-DAK-0151,V01510,Anahi Mannan,victim,61,female,Dakshina Kannada,True
FIR-2025-VIJ-0152,P0063,Advik Bhalla,accused,22,male,Ballari,True
FIR-2025-VIJ-0152,P0051,Pihu Sen,accused,21,male,Tumakuru,True
FIR-2025-VIJ-0152,V01520,Alisha Tailor,victim,17,female,Vijayapur,True
FIR-2024-VIJ-0153,P0279,Ivana Ahluwalia,accused,44,male,Hassan,True
FIR-2024-VIJ-0153,V01530,Samarth Ramakrishnan,victim,19,male,Vijayapur,True
FIR-2024-VIJ-0153,V01531,Damini Borra,victim,25,male,Vijayapur,True
FIR-2024-UDU-0154,P0018,Uthkarsh Baral,accused,23,male,Belagavi,True
FIR-2024-UDU-0154,P0054,Faiyaz Din,accused,60,female,Raichur,True
FIR-2024-UDU-0154,P0042,Siya Master,accused,25,male,Dharwad,True
FIR-2024-UDU-0154,V01540,Alisha Behl,victim,61,female,Udupi,True
FIR-2025-DAK-0155,P0038,Lakshit Sagar,accused,45,male,Udupi,True
FIR-2025-DAK-0155,P0062,Kismat Edwin,accused,32,male,Bengaluru City,True
FIR-2025-DAK-0155,V01550,Riya Basak,victim,70,male,Dakshina Kannada,True
FIR-2025-DAK-0155,V01551,Arnav Dasgupta,victim,27,female,Dakshina Kannada,True
FIR-2024-BEL-0156,P0045,Divij Shroff,accused,24,male,Kolar,True
FIR-2024-BEL-0156,P0033,Piya Gaba,accused,53,male,Dharwad,True
FIR-2024-BEL-0156,V01560,Advika Lala,victim,16,female,Belagavi,True
FIR-2024-BEL-0156,V01561,Tejas Grewal,victim,29,male,Belagavi,True
FIR-2024-DAV-0157,P0050,Eva Dass,accused,41,male,Ballari,True
FIR-2024-DAV-0157,V01570,Vidur Jayaraman,victim,72,female,Davanagere,True
FIR-2025-MAN-0158,P0212,Alisha Dayal,accused,45,male,Bagalkot,True
FIR-2025-MAN-0158,V01580,Parinaaz Ram,victim,26,female,Mandya,True
FIR-2024-BEN-0159,P0263,Dishani Sabharwal,accused,22,male,Davanagere,True
FIR-2024-BEN-0159,P0092,Yasmin Venkataraman,accused,43,male,Ballari,True
FIR-2024-BEN-0159,V01590,Vritika Raval,victim,37,female,Bengaluru City,True
FIR-2025-DAK-0160,P0043,Keya Iyengar,accused,28,female,Bengaluru City,True
FIR-2025-DAK-0160,V01600,Chirag Gala,victim,60,female,Dakshina Kannada,True
FIR-2025-DAK-0160,V01601,Ivana Sane,victim,58,female,Dakshina Kannada,True
FIR-2024-BEL-0161,P0239,Amani Gade,accused,30,male,Ballari,True
FIR-2024-BEL-0161,P0165,Stuvan Rege,accused,47,male,Bagalkot,True
FIR-2024-BEL-0161,V01610,Raunak Date,victim,43,male,Belagavi,True
FIR-2025-CHI-0162,P0022,Trisha Dhillon,accused,60,male,Tumakuru,True
FIR-2025-CHI-0162,P0058,Dishani Bera,accused,43,male,Bagalkot,True
FIR-2025-CHI-0162,V01620,Shamik Baria,victim,35,female,Chickballapura,True
FIR-2025-DAV-0163,P0024,Vaibhav Dewan,accused,33,male,Bagalkot,True
FIR-2025-DAV-0163,V01630,Stuvan Dubey,victim,27,female,Davanagere,True
FIR-2025-DAV-0163,V01631,Hansh Rajan,victim,18,female,Davanagere,True
FIR-2024-MYS-0164,P0013,Tarini Ganguly,accused,40,male,Mysuru,True
FIR-2024-MYS-0164,V01640,Sahil Mammen,victim,64,male,Mysuru,True
FIR-2024-MYS-0164,V01641,Nayantara Sule,victim,51,male,Mysuru,True
FIR-2025-DHA-0165,P0061,Hrishita Sood,accused,39,male,Raichur,True
FIR-2025-DHA-0165,P0049,Vaibhav Raju,accused,49,male,Belagavi,True
FIR-2025-DHA-0165,V01650,Gokul Sampath,victim,23,female,Dharwad,True
FIR-2024-DHA-0166,P0026,Ishaan Goyal,accused,32,male,Mysuru,True
FIR-2024-DHA-0166,V01660,Neelofar Sampath,victim,69,female,Dharwad,True
FIR-2024-TUM-0167,P0247,Krish Tripathi,accused,34,female,Belagavi,True
FIR-2024-TUM-0167,V01670,Diya Golla,victim,66,female,Tumakuru,True
FIR-2024-RAI-0168,P0050,Eva Dass,accused,41,male,Ballari,True
FIR-2024-RAI-0168,P0002,Nirvaan Choudhury,accused,35,male,Ballari,True
FIR-2024-RAI-0168,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2024-RAI-0168,V01680,Taran Dubey,victim,41,male,Raichur,True
FIR-2024-RAI-0168,V01681,Lakshit Garde,victim,55,female,Raichur,True
FIR-2025-HAS-0169,P0280,Dharmajan Dara,accused,60,male,Dakshina Kannada,True
FIR-2025-HAS-0169,V01690,Kartik Chowdhury,victim,37,female,Hassan,True
FIR-2024-CHI-0170,P0018,Uthkarsh Baral,accused,23,male,Belagavi,True
FIR-2024-CHI-0170,V01700,Indrans Barad,victim,65,female,Chickballapura,True
FIR-2024-CHI-0170,V01701,Vedika Bedi,victim,33,female,Chickballapura,True
FIR-2025-BAG-0171,P0188,Anahita Kant,accused,19,female,Bengaluru City,True
FIR-2025-BAG-0171,V01710,Nitara Ganguly,victim,68,male,Bagalkot,True
FIR-2025-BAG-0171,V01711,Kimaya Guha,victim,48,male,Bagalkot,True
FIR-2024-KOL-0172,P0004,Kiara Kakar,accused,23,female,Mysuru,True
FIR-2024-KOL-0172,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2024-KOL-0172,V01720,Ishaan Chana,victim,18,female,Kolar,True
FIR-2025-VIJ-0173,P0067,Darshit Sidhu,accused,52,male,Chickballapura,True
FIR-2025-VIJ-0173,V01730,Saira Kanda,victim,59,male,Vijayapur,True
FIR-2025-BAG-0174,P0109,Badal Master,accused,31,male,Kolar,True
FIR-2025-BAG-0174,V01740,Zain Gopal,victim,69,female,Bagalkot,True
FIR-2024-BEN-0175,P0247,Krish Tripathi,accused,34,female,Belagavi,True
FIR-2024-BEN-0175,V01750,Ahana  Ramaswamy,victim,33,female,Bengaluru City,True
FIR-2024-BEN-0176,P0023,Mehul Verma,accused,56,male,Raichur,True
FIR-2024-BEN-0176,V01760,Suhana Shere,victim,32,female,Bengaluru City,True
FIR-2025-UDU-0177,P0060,Indrans Grover,accused,33,male,Tumakuru,True
FIR-2025-UDU-0177,V01770,Mehul Loke,victim,53,male,Udupi,True
FIR-2025-UDU-0177,V01771,Sahil Tailor,victim,16,female,Udupi,True
FIR-2025-SHI-0178,P0009,Zoya Virk,accused,28,female,Hassan,True
FIR-2025-SHI-0178,V01780,Kartik Gour,victim,71,female,Shivamogga,True
FIR-2025-SHI-0178,V01781,Anahi Sodhi,victim,32,female,Shivamogga,True
FIR-2025-HAS-0179,P0064,Zara Dube,accused,22,male,Hassan,True
FIR-2025-HAS-0179,P0040,Hridaan Deo,accused,34,male,Belagavi,True
FIR-2025-HAS-0179,P0052,Pihu Wali,accused,23,female,Tumakuru,True
FIR-2025-HAS-0179,V01790,Vanya Halder,victim,53,male,Hassan,True
FIR-2025-RAI-0180,P0068,Gokul Sahni,accused,33,female,Dharwad,True
FIR-2025-RAI-0180,V01800,Ishaan Taneja,victim,34,male,Raichur,True
FIR-2025-DAK-0181,P0046,Faiyaz Bose,accused,56,male,Kalaburagi,True
FIR-2025-DAK-0181,V01810,Zaina Ramakrishnan,victim,42,female,Dakshina Kannada,True
FIR-2025-DAK-0181,V01811,Ojas Bal,victim,39,female,Dakshina Kannada,True
FIR-2024-BEL-0182,P0061,Hrishita Sood,accused,39,male,Raichur,True
FIR-2024-BEL-0182,P0037,Jiya Vora,accused,25,male,Dakshina Kannada,True
FIR-2024-BEL-0182,V01820,Umang Malhotra,victim,42,male,Belagavi,True
FIR-2024-BEL-0182,V01821,Riya Vaidya,victim,71,male,Belagavi,True
FIR-2024-BAG-0183,P0207,Zaina Kata,accused,24,male,Belagavi,True
FIR-2024-BAG-0183,V01830,Raunak Barman,victim,36,male,Bagalkot,True
FIR-2025-DAV-0184,P0104,Vardaniya Srinivasan,accused,52,male,Kolar,True
FIR-2025-DAV-0184,P0275,Shayak Atwal,accused,35,male,Dakshina Kannada,True
FIR-2025-DAV-0184,V01840,Purab Kar,victim,24,female,Davanagere,True
FIR-2025-DHA-0185,P0082,Ranbir Sami,accused,43,male,Dakshina Kannada,True
FIR-2025-DHA-0185,V01850,Adira Bath,victim,73,female,Dharwad,True
FIR-2025-BAL-0186,P0040,Hridaan Deo,accused,34,male,Belagavi,True
FIR-2025-BAL-0186,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2025-BAL-0186,P0004,Kiara Kakar,accused,23,female,Mysuru,True
FIR-2025-BAL-0186,V01860,Alisha Wagle,victim,35,female,Ballari,True
FIR-2025-KOL-0187,P0044,Madhup Biswas,accused,34,male,Kolar,True
FIR-2025-KOL-0187,V01870,Anay Johal,victim,64,male,Kolar,True
FIR-2025-KOL-0187,V01871,Vivaan Krishnamurthy,victim,26,female,Kolar,True
FIR-2024-VIJ-0188,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2024-VIJ-0188,V01880,Miraan Hans,victim,40,female,Vijayapur,True
FIR-2025-MYS-0189,P0237,Jivin Bakshi,accused,31,female,Davanagere,True
FIR-2025-MYS-0189,P0102,Biju Butala,accused,22,male,Mandya,True
FIR-2025-MYS-0189,V01890,Umang Choudhury,victim,44,female,Mysuru,True
FIR-2025-MYS-0189,V01891,Samar Bawa,victim,23,female,Mysuru,True
FIR-2025-KAL-0190,P0039,Vivaan Wagle,accused,42,female,Kolar,True
FIR-2025-KAL-0190,V01900,Vritika Bora,victim,55,male,Kalaburagi,True
FIR-2025-KAL-0190,V01901,Armaan Dhar,victim,42,male,Kalaburagi,True
FIR-2024-VIJ-0191,P0046,Faiyaz Bose,accused,56,male,Kalaburagi,True
FIR-2024-VIJ-0191,P0010,Tara Swaminathan,accused,35,male,Vijayapur,True
FIR-2024-VIJ-0191,V01910,Rasha Thakur,victim,74,male,Vijayapur,True
FIR-2024-VIJ-0191,V01911,Tara Sastry,victim,60,female,Vijayapur,True
FIR-2024-TUM-0192,P0020,Kashvi Char,accused,58,male,Dakshina Kannada,True
FIR-2024-TUM-0192,P0008,Madhup Kapur,accused,46,male,Bengaluru City,True
FIR-2024-TUM-0192,V01920,Alia Randhawa,victim,57,male,Tumakuru,True
FIR-2024-TUM-0192,V01921,Dhanush Andra,victim,45,female,Tumakuru,True
FIR-2024-MAN-0193,P0013,Tarini Ganguly,accused,40,male,Mysuru,True
FIR-2024-MAN-0193,V01930,Madhav Tiwari,victim,16,male,Mandya,True
FIR-2024-BAG-0194,P0048,Kimaya Balay,accused,51,male,Hassan,True
FIR-2024-BAG-0194,P0060,Indrans Grover,accused,33,male,Tumakuru,True
FIR-2024-BAG-0194,V01940,Ira Seth,victim,45,female,Bagalkot,True
FIR-2024-BAG-0194,V01941,Faiyaz Soni,victim,69,female,Bagalkot,True
FIR-2025-DAK-0195,P0311,Ivana Singhal,accused,60,male,Chickballapura,True
FIR-2025-DAK-0195,V01950,Miraan Dora,victim,42,female,Dakshina Kannada,True
FIR-2025-BEN-0196,P0015,Taimur Vaidya,accused,23,male,Mandya,True
FIR-2025-BEN-0196,P0003,Sara Behl,accused,26,male,Raichur,True
FIR-2025-BEN-0196,V01960,Badal Dar,victim,57,female,Bengaluru City,True
FIR-2025-BEN-0196,V01961,Navya Sundaram,victim,16,male,Bengaluru City,True
FIR-2024-BAL-0197,P0020,Kashvi Char,accused,58,male,Dakshina Kannada,True
FIR-2024-BAL-0197,V01970,Chirag Bhakta,victim,16,male,Ballari,True
FIR-2025-CHI-0198,P0042,Siya Master,accused,25,male,Dharwad,True
FIR-2025-CHI-0198,P0006,Mehul Krishnan,accused,32,male,Raichur,True
FIR-2025-CHI-0198,P0018,Uthkarsh Baral,accused,23,male,Belagavi,True
FIR-2025-CHI-0198,V01980,Kimaya Loyal,victim,41,male,Chickballapura,True
FIR-2025-CHI-0198,V01981,Mohanlal Kurian,victim,21,female,Chickballapura,True
FIR-2025-BAG-0199,P0041,Nishith Sharma,accused,52,male,Hassan,True
FIR-2025-BAG-0199,V01990,Saanvi Bora,victim,22,female,Bagalkot,True
FIR-2024-TUM-0200,P0027,Lakshay Sampath,accused,32,male,Hassan,True
FIR-2024-TUM-0200,V02000,Aaryahi Acharya,victim,39,male,Tumakuru,True
FIR-2024-TUM-0200,V02001,Nakul Mangal,victim,68,male,Tumakuru,True
FIR-2024-RAI-0201,P0175,Tejas Kale,accused,27,male,Udupi,True
FIR-2024-RAI-0201,P0268,Jayesh Sha,accused,56,male,Bagalkot,True
FIR-2024-RAI-0201,V02010,Kabir Salvi,victim,16,female,Raichur,True
FIR-2025-KOL-0202,P0268,Jayesh Sha,accused,56,male,Bagalkot,True
FIR-2025-KOL-0202,V02020,Eshani Gole,victim,22,female,Kolar,True
FIR-2025-KOL-0202,V02021,Eshani Magar,victim,55,male,Kolar,True
FIR-2024-UDU-0203,P0175,Tejas Kale,accused,27,male,Udupi,True
FIR-2024-UDU-0203,P0180,Shaan Jaggi,accused,42,male,Udupi,True
FIR-2024-UDU-0203,V02030,Vidur Vohra,victim,75,male,Udupi,True
FIR-2025-KOL-0204,P0080,Manikya Bandi,accused,33,male,Dharwad,True
FIR-2025-KOL-0204,P0313,Urvi Lal,accused,55,male,Belagavi,True
FIR-2025-KOL-0204,V02040,Azad Ravi,victim,69,female,Kolar,True
FIR-2025-KOL-0204,V02041,Umang Date,victim,75,male,Kolar,True
FIR-2024-HAS-0205,P0036,Priyansh Bali,accused,49,male,Mysuru,True
FIR-2024-HAS-0205,V02050,Taimur Subramaniam,victim,44,male,Hassan,True
FIR-2024-HAS-0205,V02051,Shray Dara,victim,24,female,Hassan,True
FIR-2025-RAI-0206,P0026,Ishaan Goyal,accused,32,male,Mysuru,True
FIR-2025-RAI-0206,V02060,Trisha Mannan,victim,59,female,Raichur,True
FIR-2025-RAI-0206,V02061,Himmat Bains,victim,74,male,Raichur,True
FIR-2025-HAS-0207,P0107,Madhav Balakrishnan,accused,24,male,Davanagere,True
FIR-2025-HAS-0207,V02070,Inaaya  Gara,victim,59,female,Hassan,True
FIR-2025-HAS-0207,V02071,Vanya Sani,victim,72,female,Hassan,True
FIR-2025-BEL-0208,P0152,Miraan Venkatesh,accused,50,female,Dakshina Kannada,True
FIR-2025-BEL-0208,P0266,Taran Ravi,accused,35,male,Tumakuru,True
FIR-2025-BEL-0208,V02080,Rasha Khatri,victim,34,female,Belagavi,True
FIR-2024-VIJ-0209,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2024-VIJ-0209,V02090,Zoya Bir,victim,63,female,Vijayapur,True
FIR-2025-MYS-0210,P0041,Nishith Sharma,accused,52,male,Hassan,True
FIR-2025-MYS-0210,P0029,Mahika Ravi,accused,31,male,Vijayapur,True
FIR-2025-MYS-0210,V02100,Saanvi Soni,victim,55,female,Mysuru,True
FIR-2025-MAN-0211,P0038,Lakshit Sagar,accused,45,male,Udupi,True
FIR-2025-MAN-0211,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2025-MAN-0211,V02110,Armaan Din,victim,63,male,Mandya,True
FIR-2024-DHA-0212,P0021,Azad Sahota,accused,41,male,Vijayapur,True
FIR-2024-DHA-0212,V02120,Azad Sule,victim,37,female,Dharwad,True
FIR-2024-MYS-0213,P0010,Tara Swaminathan,accused,35,male,Vijayapur,True
FIR-2024-MYS-0213,V02130,Arnav Dugar,victim,27,male,Mysuru,True
FIR-2024-DHA-0214,P0043,Keya Iyengar,accused,28,female,Bengaluru City,True
FIR-2024-DHA-0214,P0067,Darshit Sidhu,accused,52,male,Chickballapura,True
FIR-2024-DHA-0214,V02140,Drishya Issac,victim,51,male,Dharwad,True
FIR-2024-DHA-0214,V02141,Ojas Badami,victim,23,female,Dharwad,True
FIR-2024-BAL-0215,P0049,Vaibhav Raju,accused,49,male,Belagavi,True
FIR-2024-BAL-0215,V02150,Reyansh Gokhale,victim,40,female,Ballari,True
